,artist,date,song
9308,Cee Lo Green,2010-12-04,F**k You! (Forget You)
9309,Trey Songz Featuring Nicki Minaj,2010-12-04,Bottoms Up
9310,Glee Cast Featuring Gwyneth Paltrow,2010-12-04,Forget You
9311,Usher Featuring Pitbull,2010-12-04,DJ Got Us Fallin' In Love
9312,The Black Eyed Peas,2010-12-04,The Time (Dirty Bit)
9313,Taio Cruz,2010-12-04,Dynamite
9314,Katy Perry,2010-12-04,Teenage Dream
9315,Neon Trees,2010-12-04,Animal
9316,Bruno Mars,2010-12-04,Grenade
9317,Glee Cast Featuring Gwyneth Paltrow,2010-12-04,Singing In The Rain / Umbrella
9318,Flo Rida Featuring David Guetta,2010-12-04,Club Can't Handle Me
9319,Mike Posner,2010-12-04,Please Don't Go
9320,Enrique Iglesias Featuring Pitbull,2010-12-04,I Like It
9321,Willow,2010-12-04,Whip My Hair
9322,Waka Flocka Flame Featuring Roscoe Dash & Wale,2010-12-04,No Hands
9323,OneRepublic,2010-12-04,Secrets
9324,Wiz Khalifa,2010-12-04,Black And Yellow
9325,Sugarland,2010-12-04,Stuck Like Glue
9326,The Band Perry,2010-12-04,If I Die Young
9327,Chris Brown Featuring Tyga & Kevin McCall,2010-12-04,Deuces
9328,Lil Wayne Featuring Drake,2010-12-04,Right Above It
9329,Eminem Featuring Rihanna,2010-12-04,Love The Way You Lie
9330,The Ready Set,2010-12-04,Love Like Woe
9331,Nicki Minaj,2010-12-04,Right Thru Me
9332,Taylor Swift,2010-12-04,Mine
9333,Zac Brown Band Featuring Alan Jackson,2010-12-04,As She's Walking Away
9334,Edward Maya & Vika Jigulina,2010-12-04,Stereo Love
9335,Glee Cast,2010-12-04,Teenage Dream
9336,Rick Ross Featuring Drake & Chrisette Michele,2010-12-04,Aston Martin Music
9337,Eminem Featuring Lil Wayne,2010-12-04,No Love
9338,Yolanda Be Cool & Dcup,2010-12-04,We No Speak Americano
9339,Pitbull Featuring T-Pain,2010-12-04,Hey Baby (Drop It To The Floor)
9340,Sara Bareilles,2010-12-04,King Of Anything
9341,Tim McGraw,2010-12-04,Felt Good On My Lips
9342,Trey Songz,2010-12-04,Can't Be Friends
9343,Chris Brown,2010-12-04,Yeah 3X
9344,Jason Aldean,2010-12-04,My Kinda Party
9345,Kenny Chesney,2010-12-04,Somewhere With You
9346,Sean Kingston Featuring Nicki Minaj,2010-12-04,Letting Go (Dutty Love)
9347,Brad Paisley,2010-12-04,Anything Like Me
9348,Dr. Dre Featuring Snoop Dogg & Akon,2010-12-04,Kush
9349,Kanye West Featuring Pusha T,2010-12-04,Runaway
9350,David Guetta Featuring Kid Cudi,2010-12-04,Memories
9351,Rascal Flatts,2010-12-04,Why Wait
9352,Rihanna Featuring Britney Spears,2010-12-04,S&M
9353,Jesse McCartney,2010-12-04,Shake
9354,Ke$ha,2010-12-04,Take It Off
9355,Daughtry,2010-12-04,September
9356,will.i.am & Nicki Minaj,2010-12-04,Check It Out
9357,Carrie Underwood,2010-12-04,Mama's Song
9358,Usher Featuring Jay-Z,2010-12-04,Hot Tottie
9359,Keith Urban,2010-12-04,Put You In A Song
9360,Miranda Lambert,2010-12-04,Only Prettier
9361,Christina Perri,2010-12-04,Jar Of Hearts
9362,Reba,2010-12-04,Turn On The Radio
9363,Drake Featuring T.I. & Swizz Beatz,2010-12-04,Fancy
9364,George Strait,2010-12-04,The Breath You Take
9365,Plain White T's,2010-12-04,Rhythm of Love
9366,Taylor Swift,2010-12-04,Back To December
9367,Mumford & Sons,2010-12-04,Little Lion Man
9368,Florence + The Machine,2010-12-04,Dog Days Are Over
9369,Jeremih Featuring 50 Cent,2010-12-04,Down On Me
9370,Darius Rucker,2010-12-04,Come Back Song
9371,Lloyd,2010-12-04,Lay It Down
9372,Miguel Featuring J. Cole,2010-12-04,All I Want Is You
9373,Lady Antebellum,2010-12-04,Hello World
9374,Nelly Featuring Keri Hilson,2010-12-04,Liv Tonight
9375,Blake Shelton,2010-12-04,Who Are You When I'm Not Looking
9376,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",2010-12-04,Monster
9377,Eric Church,2010-12-04,Smoke A Little Smoke
9378,Jason Aldean With Kelly Clarkson,2010-12-04,Don't You Wanna Stay
9379,Luke Bryan,2010-12-04,Someone Else Calling You Baby
9380,Chris Young,2010-12-04,Voices
9381,Linkin Park,2010-12-04,Waiting For The End
9382,Shakira Featuring Dizzee Rascal,2010-12-04,Loca
9383,Michael Jackson Duet With Akon,2010-12-04,Hold My Hand
9384,Kenny Chesney,2010-12-04,The Boys of Fall
9385,Lupe Fiasco,2010-12-04,The Show Goes On
9386,Akon,2010-12-04,Angel
9387,Pitbull,2010-12-04,"Bon, Bon"
9388,Easton Corbin,2010-12-04,Roll With It
9389,Toby Keith,2010-12-04,Bullets In The Gun
9390,Twista Featuring Chris Brown,2010-12-04,Make A Movie
9391,Ne-Yo,2010-12-04,One In A Million
9392,New Hollow,2010-12-04,Sick
9393,Trace Adkins,2010-12-04,This Ain't No Love Song
9394,Train,2010-12-04,Marry Me
9395,Jason Derulo,2010-12-04,What If
9396,Ke$ha,2010-12-04,Blow
9397,Flo Rida,2010-12-04,Turn Around (5 4 3 2 1)
9398,My Darkest Days Featuring Zakk Wylde,2010-12-04,Porn Star Dancing
9399,Natasha Bedingfield,2010-12-04,Strip Me
9400,Far*East Movement Featuring Cataracs & Dev,2010-11-06,Like A G6
9401,Bruno Mars,2010-11-06,Just The Way You Are
9402,Rihanna,2010-11-06,Only Girl (In The World)
9403,Nelly,2010-11-06,Just A Dream
9404,Usher Featuring Pitbull,2010-11-06,DJ Got Us Fallin' In Love
9405,Trey Songz Featuring Nicki Minaj,2010-11-06,Bottoms Up
9406,Katy Perry,2010-11-06,Teenage Dream
9407,Taio Cruz,2010-11-06,Dynamite
9408,Flo Rida Featuring David Guetta,2010-11-06,Club Can't Handle Me
9409,P!nk,2010-11-06,Raise Your Glass
9410,Taylor Swift,2010-11-06,Mean
9411,Eminem Featuring Rihanna,2010-11-06,Love The Way You Lie
9412,Taylor Swift,2010-11-06,Mine
9413,Enrique Iglesias Featuring Pitbull,2010-11-06,I Like It
9414,Neon Trees,2010-11-06,Animal
9415,Chris Brown Featuring Tyga & Kevin McCall,2010-11-06,Deuces
9416,Cee Lo Green,2010-11-06,F**k You! (Forget You)
9417,Waka Flocka Flame Featuring Roscoe Dash & Wale,2010-11-06,No Hands
9418,Mike Posner,2010-11-06,Please Don't Go
9419,Lil Wayne Featuring Drake,2010-11-06,Right Above It
9420,The Band Perry,2010-11-06,If I Die Young
9421,Ke$ha,2010-11-06,Take It Off
9422,Sugarland,2010-11-06,Stuck Like Glue
9423,OneRepublic,2010-11-06,Secrets
9424,will.i.am & Nicki Minaj,2010-11-06,Check It Out
9425,Usher Featuring Jay-Z,2010-11-06,Hot Tottie
9426,The Ready Set,2010-11-06,Love Like Woe
9427,Mike Posner,2010-11-06,Cooler Than Me
9428,Yolanda Be Cool & Dcup,2010-11-06,We No Speak Americano
9429,Taylor Swift,2010-11-06,Back To December
9430,Katy Perry Featuring Snoop Dogg,2010-11-06,California Gurls
9431,Shakira Featuring Dizzee Rascal,2010-11-06,Loca
9432,B.o.B Featuring Hayley Williams,2010-11-06,Airplanes
9433,Maroon 5,2010-11-06,Misery
9434,Drake Featuring T.I. & Swizz Beatz,2010-11-06,Fancy
9435,Daughtry,2010-11-06,September
9436,Sara Bareilles,2010-11-06,King Of Anything
9437,Sean Kingston Featuring Nicki Minaj,2010-11-06,Letting Go (Dutty Love)
9438,Zac Brown Band Featuring Alan Jackson,2010-11-06,As She's Walking Away
9439,Eminem,2010-11-06,Not Afraid
9440,Darius Rucker,2010-11-06,Come Back Song
9441,Jay Sean Featuring Nicki Minaj,2010-11-06,2012 (It Ain't The End)
9442,Usher Featuring will.i.am,2010-11-06,OMG
9443,Trey Songz,2010-11-06,Can't Be Friends
9444,B.o.B Featuring Rivers Cuomo,2010-11-06,Magic
9445,Train,2010-11-06,If It's Love
9446,Rodney Atkins,2010-11-06,Farmer's Daughter
9447,Jason Aldean,2010-11-06,My Kinda Party
9448,Eminem Featuring Lil Wayne,2010-11-06,No Love
9449,Rick Ross Featuring Drake & Chrisette Michele,2010-11-06,Aston Martin Music
9450,Wiz Khalifa,2010-11-06,Black And Yellow
9451,Pitbull Featuring T-Pain,2010-11-06,Hey Baby (Drop It To The Floor)
9452,Kenny Chesney,2010-11-06,The Boys of Fall
9453,Kanye West Featuring Pusha T,2010-11-06,Runaway
9454,Brad Paisley,2010-11-06,Anything Like Me
9455,Easton Corbin,2010-11-06,Roll With It
9456,Katy Perry,2010-11-06,Firework
9457,Miguel Featuring J. Cole,2010-11-06,All I Want Is You
9458,Nicki Minaj,2010-11-06,Right Thru Me
9459,Jazmine Sullivan,2010-11-06,Holding You Down (Goin In Circles)
9460,Mumford & Sons,2010-11-06,Little Lion Man
9461,Adam Lambert,2010-11-06,If I Had You
